WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
2024-04-21,Target,Seattle,Middle Mile,9,36,896.07
2024-04-21,Target,Chicago,Middle Mile,18,90,1081.85
2024-04-21,Target,Sacramento,Middle Mile,14,70,535.58
2024-04-21,Target,Nashville,Middle Mile,15,75,926.79
2024-04-21,Target,Tampa Bay,Middle Mile,8,48,196.67
2024-04-21,Target,Dallas,Middle Mile,14,70,537.43
2024-04-22,Chipotle,Houston,Final Mile,61,427,6429.86
2024-04-22,Chipotle,Detroit,Final Mile,29,145,634.1
2024-04-22,Home Goods,New York,Middle Mile,27,135,2448.21
2024-04-22,Home Goods,Birmingham,Middle Mile,61,305,2134.53
2024-04-22,Home Goods,Chicago,Middle Mile,35,175,2293.69
2024-04-22,Home Goods,Sacramento,Middle Mile,65,325,1375.8
2024-04-22,Home Depot,Los Angeles,Final Mile,88,440,28672.7
2024-04-22,T.J. Maxx,Milwaukee,Middle Mile,87,348,1378.55
2024-04-22,T.J. Maxx,Chicago,Middle Mile,62,310,2800.6
2024-04-22,Home Depot,San Francisco,Final Mile,52,208,15022.93
2024-04-22,Home Depot,Detroit,Final Mile,78,390,15434.46
2024-04-22,Home Depot,Chicago,Final Mile,81,486,35470.59
2024-04-22,Chipotle,Tampa Bay,Final Mile,39,195,2154.61
2024-04-22,Home Goods,San Francisco,Middle Mile,63,315,2223.16
2024-04-22,Chipotle,Atlanta,Final Mile,32,128,2187.59
2024-04-22,Shein,Milwaukee,Middle Mile,67,335,7731.32
2024-04-22,Lowes,Detroit,Final Mile,23,138,1129.44
2024-04-22,Lowes,Sacramento,Final Mile,43,172,7074.34
2024-04-22,Shein,Tampa Bay,Middle Mile,66,330,7582.9
2024-04-22,Shein,New York,Middle Mile,33,231,4579.49
2024-04-22,Shein,Nashville,Middle Mile,48,288,6247.27
2024-04-22,Shein,Dallas,Middle Mile,68,340,7113.63
2024-04-22,Starbucks,New York,Middle Mile,53,265,1633.39
2024-04-22,Starbucks,Nashville,Middle Mile,67,335,5142.41
2024-04-22,Starbucks,Dallas,Middle Mile,36,144,2179.42
2024-04-22,Starbucks,San Diego,Middle Mile,67,335,5874.71
2024-04-22,Starbucks,Tampa Bay,Middle Mile,31,155,671.35
2024-04-22,Starbucks,Minneapolis,Middle Mile,33,198,2974.6
2024-04-22,Starbucks,Sacramento,Middle Mile,29,145,1246.37
2024-04-22,Home Depot,Sacramento,Final Mile,63,252,11401.16
2024-04-22,Lowes,Milwaukee,Final Mile,16,80,2402.08
2024-04-22,Home Depot,Dallas,Final Mile,73,365,7322.55
2024-04-22,T.J. Maxx,Seattle,Middle Mile,35,210,2129.49
2024-04-22,Home Depot,Nashville,Final Mile,92,460,12529.57
2024-04-22,Amazon,Chicago,Final Mile,72,360,3948.8
2024-04-22,Amazon,Atlanta,Final Mile,77,308,6935.25
2024-04-22,Amazon,San Francisco,Final Mile,52,260,1302.97
2024-04-22,Amazon,Los Angeles,Final Mile,58,290,4982.03
2024-04-22,Amazon,San Diego,Final Mile,77,462,3101.44
2024-04-22,Amazon,Houston,Final Mile,39,156,840.77
2024-04-22,Amazon,New York,Final Mile,30,150,3487.88
2024-04-22,Amazon,Birmingham,Final Mile,35,175,2627.05
2024-04-22,Amazon,Minneapolis,Final Mile,52,260,5348.86
2024-04-22,Amazon,Dallas,Final Mile,76,380,8578.29
2024-04-22,Amazon,Tampa Bay,Final Mile,70,350,3902.6
2024-04-22,Amazon,Sacramento,Final Mile,23,115,2594.42
2024-04-22,Walmart,New York,Middle Mile,67,402,1770.14
2024-04-22,Walmart,Milwaukee,Middle Mile,38,190,2958.35
2024-04-22,Walmart,Chicago,Middle Mile,90,540,12722.64
2024-04-22,Home Depot,San Diego,Final Mile,75,300,4114.72
2024-04-22,Target,Milwaukee,Middle Mile,81,405,2845.49
2024-04-22,Target,Tampa Bay,Middle Mile,42,210,860.44
2024-04-22,Target,Sacramento,Middle Mile,74,296,2264.75
2024-04-22,Target,Chicago,Middle Mile,92,460,5529.48
2024-04-22,Target,Los Angeles,Middle Mile,41,246,3600.0
2024-04-22,Target,Dallas,Middle Mile,70,350,2687.15
2024-04-22,Costco,Atlanta,First Mile,42,210,7456.75
2024-04-22,Costco,Sacramento,First Mile,20,60,959.63
2024-04-22,Costco,Los Angeles,First Mile,30,150,3468.82
2024-04-22,Costco,Chicago,First Mile,15,75,2845.23
2024-04-22,Target,Atlanta,Middle Mile,67,335,2835.36
2024-04-22,Costco,Birmingham,First Mile,13,65,1015.05
2024-04-22,Costco,Dallas,First Mile,26,130,2795.03
2024-04-22,Home Depot,Birmingham,Final Mile,26,78,5846.36
2024-04-22,Home Depot,Tampa Bay,Final Mile,44,176,12842.04
2024-04-23,Home Goods,Houston,Middle Mile,44,220,3172.12
2024-04-23,Chipotle,San Francisco,Final Mile,58,290,2107.17
2024-04-23,Chick-Fil-A,Detroit,Final Mile,62,372,2822.02
2024-04-23,Home Goods,Birmingham,Middle Mile,61,305,2134.53
2024-04-23,Chick-Fil-A,Houston,Final Mile,59,295,4143.84
2024-04-23,Home Goods,Detroit,Middle Mile,76,380,2459.51
2024-04-23,Home Depot,San Francisco,Final Mile,52,260,18778.67
2024-04-23,Home Goods,Sacramento,Middle Mile,65,325,1375.8
2024-04-23,Home Goods,Miami,Middle Mile,55,220,2615.21
2024-04-23,Home Goods,San Francisco,Middle Mile,63,315,2223.16
2024-04-23,T.J. Maxx,Seattle,Middle Mile,35,175,1774.57
2024-04-23,Home Depot,Seattle,Final Mile,27,162,5610.59
2024-04-23,Lowes,Milwaukee,Final Mile,16,80,2402.08
2024-04-23,Home Depot,Chicago,Final Mile,81,405,29558.83
2024-04-23,Home Goods,Tampa Bay,Middle Mile,38,228,1909.5
2024-04-23,Lowes,Detroit,Final Mile,23,115,941.2
2024-04-23,Shein,Detroit,Middle Mile,50,250,1990.47
2024-04-23,Lowes,Sacramento,Final Mile,43,215,8842.93
2024-04-23,Starbucks,Los Angeles,Middle Mile,73,365,5603.04
2024-04-23,Home Depot,Miami,Final Mile,34,170,7066.33
2024-04-23,Starbucks,Miami,Middle Mile,68,408,1773.58
2024-04-23,Starbucks,Detroit,Middle Mile,24,120,1945.24
2024-04-23,Starbucks,Nashville,Middle Mile,67,335,5142.41
2024-04-23,Starbucks,New York,Middle Mile,53,265,1633.39
2024-04-23,Lowes,Chicago,Final Mile,48,240,12479.37
2024-04-23,Starbucks,Chicago,Middle Mile,71,355,5717.09
2024-04-23,Starbucks,Houston,Middle Mile,64,320,3342.16
2024-04-23,Shein,Dallas,Middle Mile,68,340,7113.63
2024-04-23,Shein,Nashville,Middle Mile,48,240,5206.06
2024-04-23,Shein,Sacramento,Middle Mile,30,180,1798.31
2024-04-23,Shein,New York,Middle Mile,33,165,3271.06
2024-04-23,Shein,Tampa Bay,Middle Mile,66,264,6066.32
2024-04-23,Starbucks,San Francisco,Middle Mile,67,469,3336.5
2024-04-23,Starbucks,Sacramento,Middle Mile,29,145,1246.37
2024-04-23,Home Depot,Los Angeles,Final Mile,88,440,28672.7
2024-04-23,Home Depot,San Diego,Final Mile,75,450,6172.08
2024-04-23,Walmart,New York,Middle Mile,67,335,1475.12
2024-04-23,Amazon,Sacramento,Final Mile,23,138,3113.31
2024-04-23,Amazon,Tampa Bay,Final Mile,70,210,2341.56
2024-04-23,Amazon,Dallas,Final Mile,76,380,8578.29
2024-04-23,Amazon,Minneapolis,Final Mile,52,260,5348.86
2024-04-23,Amazon,Nashville,Final Mile,29,145,2936.28
2024-04-23,Walmart,Chicago,Middle Mile,90,540,12722.64
2024-04-23,Amazon,Birmingham,Final Mile,35,175,2627.05
2024-04-23,Amazon,Houston,Final Mile,39,234,1261.15
2024-04-23,Amazon,San Diego,Final Mile,77,385,2584.53
2024-04-23,Amazon,Los Angeles,Final Mile,58,290,4982.03
2024-04-23,Amazon,San Francisco,Final Mile,52,312,1563.57
2024-04-23,Amazon,Atlanta,Final Mile,77,385,8669.07
2024-04-23,Home Depot,Milwaukee,Final Mile,38,190,6852.85
2024-04-23,Amazon,New York,Final Mile,30,150,3487.88
2024-04-23,Target,San Francisco,Middle Mile,42,210,2122.45
2024-04-23,Amazon,Chicago,Final Mile,72,360,3948.8
2024-04-23,Target,Tampa Bay,Middle Mile,42,168,688.35
2024-04-23,Costco,Detroit,First Mile,14,70,1461.87
2024-04-23,Costco,San Diego,First Mile,42,210,4657.84
2024-04-23,Costco,Birmingham,First Mile,13,78,1218.06
2024-04-23,Costco,Chicago,First Mile,15,120,4552.37
2024-04-23,Target,Detroit,Middle Mile,65,260,1357.87
2024-04-23,Costco,Milwaukee,First Mile,17,85,943.65
2024-04-23,Costco,San Francisco,First Mile,22,110,3913.09
2024-04-23,Costco,New York,First Mile,34,204,3030.54
2024-04-23,Costco,Atlanta,First Mile,42,210,7456.75
2024-04-23,Target,Dallas,Middle Mile,70,420,3224.58
2024-04-23,Target,Los Angeles,Middle Mile,41,205,3000.0
2024-04-23,Target,Seattle,Middle Mile,49,245,6098.26
2024-04-23,Target,Sacramento,Middle Mile,74,444,3397.13
2024-04-23,Target,Nashville,Middle Mile,75,225,2780.38
2024-04-23,Costco,Miami,First Mile,38,152,5143.67
2024-04-24,Chick-Fil-A,Detroit,Final Mile,31,155,1175.84
2024-04-24,Home Goods,Birmingham,Middle Mile,30,120,839.82
2024-04-24,Home Goods,Los Angeles,Middle Mile,28,140,1417.76
2024-04-24,Home Goods,Tampa Bay,Middle Mile,19,95,795.63
2024-04-24,Home Goods,Sacramento,Middle Mile,32,160,677.32
2024-04-24,T.J. Maxx,Milwaukee,Middle Mile,43,215,851.69
2024-04-24,Home Depot,Los Angeles,Final Mile,44,308,20070.89
2024-04-24,Home Depot,San Francisco,Final Mile,26,130,9389.33
2024-04-24,Home Depot,Houston,Final Mile,46,184,8486.99
2024-04-24,Home Depot,Atlanta,Final Mile,41,205,9383.08
2024-04-24,Home Depot,Detroit,Final Mile,39,156,6173.78
2024-04-24,Home Depot,Chicago,Final Mile,40,200,14596.95
2024-04-24,Chipotle,Seattle,Final Mile,41,287,1391.98
2024-04-24,T.J. Maxx,Chicago,Middle Mile,31,186,1680.36
2024-04-24,Chipotle,Atlanta,Final Mile,16,80,1367.24
2024-04-24,Shein,Los Angeles,Middle Mile,9,45,292.72
2024-04-24,Chipotle,Milwaukee,Final Mile,20,100,1410.93
2024-04-24,Chipotle,New York,Final Mile,34,170,2244.74
2024-04-24,Lowes,Milwaukee,Final Mile,8,64,1921.66
2024-04-24,Lowes,Chicago,Final Mile,24,120,6239.69
2024-04-24,Lowes,Sacramento,Final Mile,21,105,4318.64
2024-04-24,Shein,Houston,Middle Mile,12,60,669.91
2024-04-24,Shein,Sacramento,Middle Mile,15,90,899.15
2024-04-24,Shein,Dallas,Middle Mile,34,170,3556.82
2024-04-24,Starbucks,Chicago,Middle Mile,35,175,2818.28
2024-04-24,Starbucks,New York,Middle Mile,26,104,641.03
2024-04-24,Starbucks,Birmingham,Middle Mile,34,170,1647.18
2024-04-24,Starbucks,Detroit,Middle Mile,12,60,972.62
2024-04-24,Starbucks,Dallas,Middle Mile,18,90,1362.14
2024-04-24,Starbucks,Milwaukee,Middle Mile,30,150,1297.59
2024-04-24,Chipotle,San Francisco,Final Mile,29,145,1053.58
2024-04-24,Home Depot,Sacramento,Final Mile,31,93,4207.57
2024-04-24,Costco,Nashville,First Mile,13,39,1221.89
2024-04-24,Costco,Dallas,First Mile,13,65,1397.51
2024-04-24,Home Depot,Milwaukee,Final Mile,19,95,3426.42
2024-04-24,Amazon,Chicago,Final Mile,36,180,1974.4
2024-04-24,Amazon,Atlanta,Final Mile,38,190,4278.24
2024-04-24,Amazon,San Francisco,Final Mile,26,130,651.49
2024-04-24,Amazon,Los Angeles,Final Mile,29,145,2491.01
2024-04-24,Amazon,San Diego,Final Mile,38,152,1020.39
2024-04-24,Amazon,Houston,Final Mile,19,95,512.01
2024-04-24,Amazon,Birmingham,Final Mile,17,85,1276.0
2024-04-24,Amazon,Nashville,Final Mile,14,70,1417.52
2024-04-24,Amazon,Minneapolis,Final Mile,26,156,3209.31
2024-04-24,Amazon,Tampa Bay,Final Mile,35,175,1951.3
2024-04-24,Amazon,Sacramento,Final Mile,11,44,992.65
2024-04-24,Walmart,New York,Middle Mile,33,165,726.55
2024-04-24,Walmart,Milwaukee,Middle Mile,19,114,1775.01
2024-04-24,Amazon,New York,Final Mile,15,60,1395.15
2024-04-24,Target,Atlanta,Middle Mile,33,132,1117.22
2024-04-24,Costco,Minneapolis,First Mile,17,119,4699.7
2024-04-24,Walmart,Chicago,Middle Mile,45,225,5301.1
2024-04-24,Costco,New York,First Mile,17,85,1262.72
2024-04-24,Costco,Sacramento,First Mile,10,60,959.63
2024-04-24,Costco,Milwaukee,First Mile,8,40,444.07
2024-04-24,Costco,Miami,First Mile,19,95,3214.79
2024-04-24,Target,Dallas,Middle Mile,35,175,1343.58
2024-04-24,Costco,San Francisco,First Mile,11,55,1956.54
2024-04-24,Target,Los Angeles,Middle Mile,20,120,1756.1
2024-04-24,Target,Seattle,Middle Mile,24,120,2986.9
2024-04-24,Target,Nashville,Middle Mile,37,185,2286.09
2024-04-24,Target,Tampa Bay,Middle Mile,21,105,430.22
2024-04-24,Target,Detroit,Middle Mile,32,160,835.62
2024-04-24,Target,San Francisco,Middle Mile,21,105,1061.23
2024-04-25,Home Goods,Chicago,Middle Mile,17,85,1114.08
2024-04-25,Home Goods,Houston,Middle Mile,22,110,1586.06
2024-04-25,Home Goods,New York,Middle Mile,13,39,707.26
2024-04-25,Home Goods,Birmingham,Middle Mile,30,120,839.82
2024-04-25,Home Goods,Detroit,Middle Mile,38,190,1229.76
2024-04-25,Chick-Fil-A,Houston,Final Mile,29,174,2444.16
2024-04-25,Home Goods,Tampa Bay,Middle Mile,19,95,795.63
2024-04-25,Home Depot,Atlanta,Final Mile,41,246,11259.7
2024-04-25,Home Goods,San Francisco,Middle Mile,31,155,1093.94
2024-04-25,T.J. Maxx,Milwaukee,Middle Mile,43,129,511.01
2024-04-25,T.J. Maxx,Chicago,Middle Mile,31,155,1400.3
2024-04-25,Home Depot,Houston,Final Mile,46,276,12730.48
2024-04-25,Home Depot,Detroit,Final Mile,39,195,7717.23
2024-04-25,Chipotle,Detroit,Final Mile,14,42,183.67
2024-04-25,Home Goods,Miami,Middle Mile,27,108,1283.83
2024-04-25,Chipotle,Miami,Final Mile,11,55,923.96
2024-04-25,Starbucks,Milwaukee,Middle Mile,30,150,1297.59
2024-04-25,Lowes,Detroit,Final Mile,11,55,450.14
2024-04-25,Starbucks,Los Angeles,Middle Mile,36,180,2763.14
2024-04-25,Starbucks,Sacramento,Middle Mile,14,56,481.36
2024-04-25,Starbucks,Minneapolis,Middle Mile,16,80,1201.86
2024-04-25,Starbucks,Tampa Bay,Middle Mile,15,75,324.85
2024-04-25,Starbucks,Seattle,Middle Mile,35,175,2665.48
2024-04-25,Starbucks,Nashville,Middle Mile,33,165,2532.83
2024-04-25,Starbucks,Houston,Middle Mile,32,160,1671.08
2024-04-25,Shein,Dallas,Middle Mile,34,136,2845.45
2024-04-25,Shein,Detroit,Middle Mile,25,125,995.23
2024-04-25,Shein,Nashville,Middle Mile,24,120,2603.03
2024-04-25,Shein,Los Angeles,Middle Mile,9,45,292.72
2024-04-25,Shein,New York,Middle Mile,16,80,1585.97
2024-04-25,Shein,Tampa Bay,Middle Mile,33,132,3033.16
2024-04-25,Lowes,Sacramento,Final Mile,21,105,4318.64
2024-04-25,Lowes,Chicago,Final Mile,24,144,7487.62
2024-04-25,Lowes,Milwaukee,Final Mile,8,40,1201.04
2024-04-25,Home Depot,Dallas,Final Mile,36,216,4333.35
2024-04-25,Home Depot,Birmingham,Final Mile,13,65,4871.97
2024-04-25,Costco,Nashville,First Mile,13,78,2443.77
2024-04-25,Walmart,Milwaukee,Middle Mile,19,114,1775.01
2024-04-25,Walmart,New York,Middle Mile,33,165,726.55
2024-04-25,Amazon,Sacramento,Final Mile,11,44,992.65
2024-04-25,Amazon,Tampa Bay,Final Mile,35,175,1951.3
2024-04-25,Amazon,Dallas,Final Mile,38,190,4289.14
2024-04-25,Amazon,Minneapolis,Final Mile,26,104,2139.54
2024-04-25,Target,Atlanta,Middle Mile,33,165,1396.52
2024-04-25,Amazon,Nashville,Final Mile,14,70,1417.52
2024-04-25,Amazon,New York,Final Mile,15,75,1743.94
2024-04-25,Amazon,Houston,Final Mile,19,76,409.6
2024-04-25,Amazon,San Diego,Final Mile,38,190,1275.48
2024-04-25,Home Depot,Milwaukee,Final Mile,19,114,4111.71
2024-04-25,Amazon,Atlanta,Final Mile,38,190,4278.24
2024-04-25,Amazon,Chicago,Final Mile,36,180,1974.4
2024-04-25,Amazon,Birmingham,Final Mile,17,85,1276.0
2024-04-25,Target,San Francisco,Middle Mile,21,105,1061.23
2024-04-25,Amazon,San Francisco,Final Mile,26,130,651.49
2024-04-25,Target,Tampa Bay,Middle Mile,21,105,430.22
2024-04-25,Target,Detroit,Middle Mile,32,160,835.62
2024-04-25,Costco,Dallas,First Mile,13,78,1677.02
2024-04-25,Costco,San Diego,First Mile,21,105,2328.92
2024-04-25,Costco,Houston,First Mile,9,36,507.12
2024-04-25,Costco,Chicago,First Mile,7,35,1327.78
2024-04-25,Costco,New York,First Mile,17,85,1262.72
2024-04-25,Costco,Sacramento,First Mile,10,50,799.69
2024-04-25,Costco,Detroit,First Mile,7,35,730.94
2024-04-25,Costco,San Francisco,First Mile,11,66,2347.85
2024-04-25,Costco,Miami,First Mile,19,114,3857.75
2024-04-25,Target,Los Angeles,Middle Mile,20,120,1756.1
2024-04-25,Target,Seattle,Middle Mile,24,144,3584.28
2024-04-25,Target,Sacramento,Middle Mile,37,185,1415.47
2024-04-25,Costco,Milwaukee,First Mile,8,40,444.07
2024-04-25,Target,Nashville,Middle Mile,37,185,2286.09
2024-04-26,Chipotle,Miami,Final Mile,11,55,923.96
2024-04-26,Chipotle,San Francisco,Final Mile,29,145,1053.58
2024-04-26,Chipotle,Atlanta,Final Mile,16,96,1640.69
2024-04-26,Chipotle,Detroit,Final Mile,14,70,306.12
2024-04-26,Home Goods,Houston,Middle Mile,22,110,1586.06
2024-04-26,Home Goods,Sacramento,Middle Mile,32,128,541.85
2024-04-26,Home Goods,Los Angeles,Middle Mile,28,112,1134.2
2024-04-26,Home Goods,San Francisco,Middle Mile,31,155,1093.94
2024-04-26,T.J. Maxx,Los Angeles,Middle Mile,40,160,782.27
2024-04-26,T.J. Maxx,Milwaukee,Middle Mile,43,215,851.69
2024-04-26,Chipotle,New York,Final Mile,34,136,1795.79
2024-04-26,Home Goods,New York,Middle Mile,13,65,1178.77
2024-04-26,Lowes,Milwaukee,Final Mile,8,32,960.83
2024-04-26,Shein,Dallas,Middle Mile,34,238,4979.54
2024-04-26,Lowes,Sacramento,Final Mile,21,126,5182.37
2024-04-26,Shein,Houston,Middle Mile,12,60,669.91
2024-04-26,Shein,Tampa Bay,Middle Mile,33,165,3791.45
2024-04-26,Shein,Los Angeles,Middle Mile,9,45,292.72
2024-04-26,Shein,Sacramento,Middle Mile,15,75,749.29
2024-04-26,Shein,Chicago,Middle Mile,24,96,1301.16
2024-04-26,Shein,Milwaukee,Middle Mile,33,264,6092.74
2024-04-26,Starbucks,Houston,Middle Mile,32,160,1671.08
2024-04-26,Starbucks,Dallas,Middle Mile,18,90,1362.14
2024-04-26,Starbucks,Milwaukee,Middle Mile,30,150,1297.59
2024-04-26,Starbucks,Los Angeles,Middle Mile,36,180,2763.14
2024-04-26,Home Depot,Detroit,Final Mile,39,195,7717.23
2024-04-26,Lowes,Chicago,Final Mile,24,144,7487.62
2024-04-26,Home Depot,Los Angeles,Final Mile,44,220,14336.35
2024-04-26,Home Depot,Miami,Final Mile,17,68,2826.53
2024-04-26,Amazon,Houston,Final Mile,19,76,409.6
2024-04-26,Home Depot,Nashville,Final Mile,46,276,7517.74
2024-04-26,Amazon,Chicago,Final Mile,36,180,1974.4
2024-04-26,Amazon,Atlanta,Final Mile,38,228,5133.89
2024-04-26,Amazon,San Francisco,Final Mile,26,130,651.49
2024-04-26,Amazon,Los Angeles,Final Mile,29,145,2491.01
2024-04-26,Amazon,San Diego,Final Mile,38,114,765.29
2024-04-26,Amazon,New York,Final Mile,15,75,1743.94
2024-04-26,Amazon,Nashville,Final Mile,14,70,1417.52
2024-04-26,Amazon,Minneapolis,Final Mile,26,130,2674.43
2024-04-26,Amazon,Dallas,Final Mile,38,190,4289.14
2024-04-26,Amazon,Sacramento,Final Mile,11,44,992.65
2024-04-26,Walmart,New York,Middle Mile,33,198,871.86
2024-04-26,Walmart,Milwaukee,Middle Mile,19,95,1479.18
2024-04-26,Amazon,Tampa Bay,Final Mile,35,210,2341.56
2024-04-26,Target,Atlanta,Middle Mile,33,132,1117.22
2024-04-26,Home Depot,Tampa Bay,Final Mile,22,110,8026.27
2024-04-26,Home Depot,Birmingham,Final Mile,13,65,4871.97
2024-04-26,Costco,Nashville,First Mile,13,52,1629.18
2024-04-26,Costco,Minneapolis,First Mile,17,85,3356.93
2024-04-26,Walmart,Chicago,Middle Mile,45,225,5301.1
2024-04-26,Costco,Chicago,First Mile,7,35,1327.78
2024-04-26,Costco,San Diego,First Mile,21,105,2328.92
2024-04-26,Costco,New York,First Mile,17,85,1262.72
2024-04-26,Costco,San Francisco,First Mile,11,66,2347.85
2024-04-26,Target,Dallas,Middle Mile,35,175,1343.58
2024-04-26,Target,Nashville,Middle Mile,37,185,2286.09
2024-04-26,Target,Detroit,Middle Mile,32,160,835.62
2024-04-27,Home Goods,New York,Middle Mile,5,25,453.37
2024-04-27,Chipotle,Milwaukee,Final Mile,8,40,564.37
2024-04-27,Chipotle,Chicago,Final Mile,17,85,1185.29
2024-04-27,Chipotle,Seattle,Final Mile,16,80,388.01
2024-04-27,Chick-Fil-A,Detroit,Final Mile,12,60,455.17
2024-04-27,Chipotle,New York,Final Mile,13,65,858.28
2024-04-27,Home Goods,Birmingham,Middle Mile,12,48,335.93
2024-04-27,Home Depot,Los Angeles,Final Mile,17,85,5539.04
2024-04-27,Home Goods,Detroit,Middle Mile,15,60,388.34
2024-04-27,Home Goods,Chicago,Middle Mile,7,35,458.74
2024-04-27,Home Goods,Miami,Middle Mile,11,55,653.8
2024-04-27,Home Depot,Seattle,Final Mile,5,25,865.83
2024-04-27,Home Depot,Houston,Final Mile,18,90,4151.24
2024-04-27,Home Depot,Atlanta,Final Mile,16,80,3661.69
2024-04-27,Lowes,Milwaukee,Final Mile,3,15,450.39
2024-04-27,Home Goods,Los Angeles,Middle Mile,11,66,668.37
2024-04-27,Lowes,Detroit,Final Mile,4,20,163.69
2024-04-27,Starbucks,Milwaukee,Middle Mile,12,60,519.04
2024-04-27,Lowes,Sacramento,Final Mile,8,40,1645.2
2024-04-27,Starbucks,Los Angeles,Middle Mile,14,70,1074.56
2024-04-27,Starbucks,Sacramento,Middle Mile,5,25,214.89
2024-04-27,Home Depot,Chicago,Final Mile,16,80,5838.78
2024-04-27,Starbucks,San Diego,Middle Mile,13,65,1139.87
2024-04-27,Starbucks,Atlanta,Middle Mile,4,20,298.43
2024-04-27,Starbucks,Chicago,Middle Mile,14,70,1127.31
2024-04-27,Starbucks,San Francisco,Middle Mile,13,65,462.41
2024-04-27,Starbucks,Houston,Middle Mile,12,60,626.65
2024-04-27,Shein,Milwaukee,Middle Mile,13,65,1500.11
2024-04-27,Shein,Dallas,Middle Mile,13,52,1087.97
2024-04-27,Shein,Detroit,Middle Mile,10,50,398.09
2024-04-27,Shein,Los Angeles,Middle Mile,3,15,97.57
2024-04-27,Shein,New York,Middle Mile,6,30,594.74
2024-04-27,Shein,Tampa Bay,Middle Mile,13,78,1792.32
2024-04-27,Shein,Houston,Middle Mile,5,25,279.13
2024-04-27,Lowes,Chicago,Final Mile,9,45,2339.88
2024-04-27,Home Depot,Sacramento,Final Mile,12,60,2714.56
2024-04-27,Costco,San Diego,First Mile,8,32,709.77
2024-04-27,Home Depot,San Diego,Final Mile,15,60,822.94
2024-04-27,Target,Atlanta,Middle Mile,13,65,550.15
2024-04-27,Walmart,Chicago,Middle Mile,18,108,2544.53
2024-04-27,Walmart,Milwaukee,Middle Mile,7,42,653.95
2024-04-27,Walmart,New York,Middle Mile,13,65,286.22
2024-04-27,Home Depot,Dallas,Final Mile,14,70,1404.33
2024-04-27,Amazon,Tampa Bay,Final Mile,14,70,780.52
2024-04-27,Amazon,Dallas,Final Mile,15,75,1693.08
2024-04-27,Target,Milwaukee,Middle Mile,16,48,337.24
2024-04-27,Amazon,Minneapolis,Final Mile,10,50,1028.63
2024-04-27,Amazon,Birmingham,Final Mile,7,35,525.41
2024-04-27,Amazon,New York,Final Mile,6,30,697.58
2024-04-27,Amazon,Houston,Final Mile,7,35,188.63
2024-04-27,Amazon,San Diego,Final Mile,15,60,402.78
2024-04-27,Amazon,Los Angeles,Final Mile,11,55,944.87
2024-04-27,Amazon,San Francisco,Final Mile,10,50,250.57
2024-04-27,Amazon,Atlanta,Final Mile,15,75,1688.78
2024-04-27,Amazon,Nashville,Final Mile,5,25,506.26
2024-04-27,Target,San Francisco,Middle Mile,8,32,323.42
2024-04-27,Amazon,Sacramento,Final Mile,4,20,451.2
2024-04-27,Target,Tampa Bay,Middle Mile,8,40,163.89
2024-04-27,Target,Detroit,Middle Mile,13,52,271.57
2024-04-27,Home Depot,Tampa Bay,Final Mile,8,40,2918.64
2024-04-27,Home Depot,Birmingham,Final Mile,5,25,1873.83
2024-04-27,Costco,Nashville,First Mile,5,25,783.26
2024-04-27,Costco,Dallas,First Mile,5,25,537.51
2024-04-27,Costco,Birmingham,First Mile,2,10,156.16
2024-04-27,Costco,Houston,First Mile,3,21,295.82
2024-04-27,Home Depot,Nashville,Final Mile,18,90,2451.44
2024-04-27,Costco,San Francisco,First Mile,4,20,711.47
2024-04-27,Target,Dallas,Middle Mile,14,70,537.43
2024-04-27,Target,Los Angeles,Middle Mile,8,40,585.37
2024-04-27,Target,Seattle,Middle Mile,9,45,1120.09
2024-04-27,Target,Sacramento,Middle Mile,14,70,535.58
2024-04-27,Target,Nashville,Middle Mile,15,75,926.79
2024-04-27,Costco,New York,First Mile,6,30,445.67
2024-04-28,Chick-Fil-A,Detroit,Final Mile,12,72,546.2
2024-04-28,Chick-Fil-A,Los Angeles,Final Mile,7,35,524.57
2024-04-28,Home Goods,Houston,Middle Mile,8,40,576.75
2024-04-28,Home Goods,Detroit,Middle Mile,15,75,485.43
2024-04-28,Home Goods,Chicago,Middle Mile,7,35,458.74
2024-04-28,Home Goods,Sacramento,Middle Mile,13,65,275.16
2024-04-28,Home Depot,Chicago,Final Mile,16,96,7006.54
2024-04-28,T.J. Maxx,Los Angeles,Middle Mile,16,96,469.36
2024-04-28,T.J. Maxx,Chicago,Middle Mile,12,60,542.05
2024-04-28,Home Depot,Miami,Final Mile,6,30,1247.0
2024-04-28,Home Depot,Los Angeles,Final Mile,17,85,5539.04
2024-04-28,Home Depot,Dallas,Final Mile,14,70,1404.33
2024-04-28,Chipotle,Tampa Bay,Final Mile,7,35,386.73
2024-04-28,Home Goods,San Francisco,Middle Mile,12,72,508.15
2024-04-28,Chipotle,Chicago,Final Mile,17,102,1422.35
2024-04-28,Costco,Minneapolis,First Mile,6,36,1421.76
2024-04-28,Lowes,Chicago,Final Mile,9,54,2807.86
2024-04-28,Home Depot,Nashville,Final Mile,18,72,1961.15
2024-04-28,Starbucks,Sacramento,Middle Mile,5,20,171.91
2024-04-28,Starbucks,Tampa Bay,Middle Mile,6,30,129.94
2024-04-28,Starbucks,Dallas,Middle Mile,7,35,529.72
2024-04-28,Starbucks,Detroit,Middle Mile,4,16,259.37
